Protocolo,data,hora,natureza,situacao,bairro,endereco,numero,detalhe_endereco_acidente,complemento,bairro_cruzamento,num_semaforo,sentido_via,tipo,auto,moto,ciclom,ciclista,pedestre,onibus,caminhao,viatura,outros,vitimas,vitimasfatais,acidente_verificado,tempo_clima,situacao_semaforo,sinalizacao,condicao_via,conservacao_via,ponto_controle,situacao_placa,velocidade_max_via,mao_direcao,divisao_via1,divisao_via2,divisao_via3
202203773,2022-02-20,,COM VÍTIMA,CANCELADA,BOA VIAGEM,AV ENGENHEIRO DOMINGOS FERREIRA,,,AO LADO DA MCDONALD´S,BOA VIAGEM,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
202203776,2022-02-20,,COM VÍTIMA,CANCELADA,SÃO JOSÉ,C SANTA RITA,695,,ESQUINA COM AS TORRES GEMEAS / E/F AO CLUBE DE AMADORES DE PESCA,SÃO JOSÉ,,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
202203784,2022-02-21,,VÍTIMA FATAL,FINALIZADA,AFOGADOS,RUA MOTOCOLOMBO,,,E/F AO BANCO ITAU E PRÓXIMO À POLICLINICA DE AFOGADOS,AFOGADOS,,,CHOQUE,0,1,0,0,0,0,0,0,0,0,1,Longo da via,Chuvoso,Não existe,Perfeito estado,Molhada,Perfeito estado,,Outras,,Única,Não existe,,
202203788,2022-02-21,,COM VÍTIMA,FINALIZADA,GRAÇAS,AV GOVERNADOR AGAMENON MAGALHAES,,AV RUI BARBOSA,VIA PRINCIPAL -,GRAÇAS,37,CIDADE,COLISÃO TRASEIRA,0,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Sem defeito,Perfeito estado,Molhada,Perfeito estado,Faixa de pedestre,Não há placas,60 km/h,Dupla,Canteiro central,,
202203789,2022-02-21,,COM VÍTIMA,FINALIZADA,CASA AMARELA,AV NORTE MIGUEL ARRAES DE ALENCAR,4785,RUA BEZERROS,E/F AO ARMAZEM CORAL,CASA AMARELA,,CIDADE,COLISÃO TRASEIRA,1,2,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,,Dupla,Canteiro central,,
202203796,2022-02-21,,COM VÍTIMA,FINALIZADA,IBURA,AV DOM HELDER CAMARA,104,RUA JORNALISTA EDSON REGIS,LINHA DO TREM,IBURA,518,,COLISÃO TRASEIRA,0,0,0,0,0,2,0,0,0,8,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6c,,Dupla,Canteiro central,,
202203804,2022-02-21,,COM VÍTIMA,FINALIZADA,TORRE,RUA REAL DA TORRE,11201,RUA CONDE DE IRAJA,PROXIMO DO SUPERMERCADO RECIBOM,TORRE,106,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,,Não há placas,,Única,Não existe,,
202203810,2022-02-21,,COM VÍTIMA,FINALIZADA,DERBY,AV GOVERNADOR AGAMENON MAGALHAES,33,RUA JOAQUIM NABUCO,"EM FRENTE A RESTAURAÇÃO, SENTIDO BOA VIAGEM",DERBY,174,SUBURBIO,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,60 km/h,Única,Faixa seccionada,Canteiro central,
202203823,2022-02-21,,SEM VÍTIMA,FINALIZADA,SÃO JOSÉ,RUA CERRO CORA,,AV SUL,PRÓX AO POSTO CABANGA / GALO DA MADRUGADA,SÃO JOSÉ,,,COLISÃO TRASEIRA,2,0,0,0,0,0,0,0,0,0,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,,Não há placas,60KM/H,Única,Faixa contínua,,
202203834,2022-02-21,,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,VIADUTO TANCREDO NEVES,,,APÓS O SAL E BRASA / SUBIDA DO VIADUTO / SENTIDO SHOPPING RECIFE,IMBIRIBEIRA,,CIDADE,CHOQUE,0,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,,Dupla,Canteiro central,,
202203843,2022-02-21,,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV DES JOSE NEVES,,,EM FRENTE À FERREIRA PINTO,BOA VIAGEM,,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
202203847,2022-02-21,,SEM VÍTIMA,FINALIZADA,MADALENA,RUA REAL DA TORRE,,RUA JOSE OSORIO,PRAÇA DA MADALENA,MADALENA,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
202203848,2022-02-21,,VÍTIMA FATAL,FINALIZADA,SANTO AMARO,RUA DA AURORA,1259,,EM FRENTE AO BANCO CENTRAL,SANTO AMARO,,,CHOQUE,0,1,0,0,0,0,0,0,0,0,1,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,60 km/h,Dupla,Canteiro central,,
202203870,2022-02-22,,COM VÍTIMA,FINALIZADA,IPSEP,RUA JEAN EMILE FAVRE,111,RUA IZABEL DE SOUZA,E/F A UNIBLOCO,IPSEP,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,,Única,Faixa seccionada,,
202203871,2022-02-22,,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA PROFESSOR AUGUSTO LINS E SILVA,835,,EDF ANA DANIELA,BOA VIAGEM,,,COLISÃO FRONTAL,1,0,0,0,0,0,0,1,0,0,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Agente,Outras,,Dupla,Canteiro central,,
202203873,2022-02-22,,COM VÍTIMA,FINALIZADA,MANGABEIRA,AV NORTE MIGUEL ARRAES DE ALENCAR,4544,,EM FRENTE A LOJA RAINHA REVESI / LADO OPOSTO EXPRESSO AUTO CNTER,MANGABEIRA,96,SUBURBIO,COLISÃO LATERAL,2,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
202203875,2022-02-22,,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA PROFESSOR JOSE BRANDAO,229,RUA ANTONIO DE SA LEITAO,PROX. AO COLEGIO SANTA MARIA,BOA VIAGEM,,SUBURBIO,COLISÃO LATERAL,2,0,0,0,0,0,0,0,0,2,0,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de retenção,Não há placas,,Dupla,Faixa seccionada,,
202203887,2022-02-22,,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA BALTAZAR PASSOS,6472,AV BOA VIAGEM,,BOA VIAGEM,149,CIDADE,COLISÃO TRANSVERSAL,0,2,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,,Única,Não existe,,
202203890,2022-02-22,,SEM VÍTIMA,FINALIZADA,ESPINHEIRO,AV JOAO DE BARROS,,RUA CONS PORTELA,ANTIGA FORD,ESPINHEIRO,,,COLISÃO LATERAL,1,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,
202203893,2022-02-22,,COM VÍTIMA,FINALIZADA,ROSARINHO,AV NORTE MIGUEL ARRAES DE ALENCAR,3301,,EM FRENTE AO PADEIRÃO,ROSARINHO,,CIDADE,ATROPELAMENTO DE PESSOA,0,0,0,0,1,1,0,0,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-6c,,Dupla,Canteiro central,,
202203929,2022-02-22,,COM VÍTIMA,FINALIZADA,MADALENA,RUA BENFICA,480,RUA HEITOR MAIA,EM FRENTE À ACADEMIA FERNANDINHO BELTRÃO E À PRAÇA DO INTERNACIONAL.,MADALENA,,SUBURBIO,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,,Dupla,Não existe,,
202203938,2022-02-22,,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,RUA ARQUITETO LUIZ NUNES,1373,RUA MIS JOEL CARLSON,,IMBIRIBEIRA,633,CIDADE,COLISÃO COM CICLISTA,1,0,0,1,0,0,0,0,0,1,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-19,30 km/h,Dupla,Faixa contínua,,
202203957,2022-02-22,,COM VÍTIMA,CANCELADA,BOA VIAGEM,AV CONSELHEIRO AGUIAR,,RUA RIBEIRO DE BRITO,NO CRUZAMENTO,BOA VIAGEM,147,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
202204002,2022-02-23,,SEM VÍTIMA,FINALIZADA,BONGI,AV ENGENHEIRO ABDIAS DE CARVALHO,,RUA CARLOS GOMES,E/F A BIGCAR,BONGI,,,COLISÃO TRASEIRA,2,0,0,0,0,0,0,0,0,0,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,60KM/H,Dupla,Canteiro central,,
202204010,2022-02-23,,COM VÍTIMA,FINALIZADA,CASA AMARELA,AV NORTE MIGUEL ARRAES DE ALENCAR,,,EM FRENTE AO SESC,CASA AMARELA,364,CIDADE,QUEDA,0,1,0,0,0,0,0,0,0,2,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,,Dupla,Faixa contínua,Canteiro central,Blocos
202204054,2022-02-23,,SEM VÍTIMA,FINALIZADA,PARNAMIRIM,RUA TITO ROSAS,,,E/F AO MECDONALDS,PARNAMIRIM,,,COLISÃO LATERAL,0,0,0,0,0,0,1,1,0,0,0,Cruzamento,Bom,Sem defeito,,Seca,Perfeito estado,Faixa de pedestre,Não há placas,60KM/H,Única,Faixa seccionada,,
202204055,2022-02-24,,COM VÍTIMA,CANCELADA,MADALENA,RUA BENFICA,,,E/F AO CLUBE INTERNACIONAL,MADALENA,,,COLISÃO COM CICLISTA,1,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,,,,
202204060,2022-02-23,,SEM VÍTIMA,CANCELADA,MADALENA,AV VISCONDE DE ALBUQUERQUE,,RUA LOPES DE CARVALHO,PRÓX A MADALENA CENTER,MADALENA,,,COLISÃO LATERAL,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
202204061,2022-02-23,,COM VÍTIMA,CANCELADA,BREJO DA GUABIRABA,AV VEREADOR OTACILIO AZEVEDO,,,PROX A GARAGEM DA GLOBO,BREJO DA GUABIRABA,,,COLISÃO FRONTAL,0,2,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,
202204084,2022-02-24,,VÍTIMA FATAL,FINALIZADA,IPSEP,RUA HELIO BRANDAO,351,,ESCOLA CANDIDO PORTINARIO  /   EM FRENTE,IPSEP,,,QUEDA,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,,,,
202204112,2022-02-24,,COM VÍTIMA,FINALIZADA,BOA VIAGEM,AV MARECHAL JUAREZ TAVORA,637,,AO LADO DO ARMAZÉM ECOSEL,BOA VIAGEM,,CIDADE,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,"Placas ""Pare""",,Única,Faixa contínua,Faixa seccionada,
202204119,2022-02-24,,COM VÍTIMA,FINALIZADA,SANTO ANTÔNIO,AV DANTAS BARRETO,,RUA DO PEIXOTO,E/F AO CAMELODROMO,SANTO ANTÔNIO,181,SUBURBIO,COLISÃO TRANSVERSAL,1,0,0,0,0,1,0,0,0,1,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,,,Faixa contínua,,
202204141,2022-02-24,,COM VÍTIMA,FINALIZADA,CORDEIRO,RUA GOMES TABORDA,156,RUA MANDIORE,PRÓX AO ATACAREJO  IDEAL,CORDEIRO,,CIDADE,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,,Dupla,Faixa seccionada,,
202204197,2022-02-25,,COM VÍTIMA,FINALIZADA,CASA AMARELA,RUA PADRE LEMOS,94,,EM FRENTE A FARNÁCIA EXTRA FARMA,CASA AMARELA,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,,Dupla,Faixa contínua,,
202204221,2022-02-25,,SEM VÍTIMA,FINALIZADA,DERBY,AV GOVERNADOR AGAMENON MAGALHAES,,,NO SEMAFORO 037 PROX AO BOMPREÇO DO PARQUE AMORIM,DERBY,,,COLISÃO TRASEIRA,1,0,0,0,0,1,0,0,0,0,0,Ponte,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de retenção,Não há placas,,Única,Faixa contínua,,
202204249,2022-02-25,,SEM VÍTIMA,FINALIZADA,MADALENA,AV ENGENHEIRO ABDIAS DE CARVALHO,,,"PRÓX AO CAMPO DO SPORT / E/F AO MCDONALDS, SEMÁFORO 355, SNT CID",MADALENA,,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
202204273,2022-02-26,,COM VÍTIMA,CANCELADA,IBURA,RUA PARANAVAI,69,,EM FRENTE AO TERMINAL DA UR2 IBURA,IBURA,,,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
202204293,2022-02-26,,SEM VÍTIMA,FINALIZADA,BOA VISTA,AV CONDE DA BOA VISTA,,,E/F AO GRAU TECNICO  PROX AO BRADESCO,BOA VISTA,,,COLISÃO TRASEIRA,1,0,0,0,0,0,0,1,0,0,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,,Dupla,Canteiro central,,
202204294,2022-02-26,,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA DEZ DE JULHO,,AV VINTE E TRES DE OUTUBRO,EM BAIXO  DO VIADUTO DA ESTAÇAO DO AEROPORTO  S/T AEROPORTO PRAIA,BOA VIAGEM,,CIDADE,COLISÃO TRANSVERSAL,2,1,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-4a,,Única,Faixa seccionada,,
202204310,2022-02-26,,SEM VÍTIMA,CANCELADA,AREIAS,RUA SAO MIGUEL,,,E/F AO ATACAREJO SHOPPING,AREIAS,,,COLISÃO LATERAL,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
202204326,2022-02-26,,COM VÍTIMA,FINALIZADA,PARNAMIRIM,RUA DONA RITA DE SOUZA,187,RUA DR SAMUEL LINS,AO LADO DO EDFC RIO DA PRATA,PARNAMIRIM,,SUBURBIO,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,,Dupla,Faixa seccionada,,
202204329,2022-02-26,,COM VÍTIMA,FINALIZADA,JORDÃO,AV DONA CARENTINA,,,PROXIMO A PRAÇA DE EVENTOS NO JORDÃO,JORDÃO,,SUBURBIO,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Incompleta,Seca,Perfeito estado,,Não há placas,40 km/h,Dupla,Não existe,,
202204331,2022-02-26,,COM VÍTIMA,FINALIZADA,PINA,AVENIDA CELSO FURTADO (VIA MANGUE),,RUA JOSE PAES DE BARROS,PROX AO RIO MAR,PINA,,SUBURBIO,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,60 km/h,Dupla,Canteiro central,,
202204374,2022-02-28,,SEM VÍTIMA,CANCELADA,IBURA,AV MANAUS,,,PRÓXIMO A IGREJA ASSEMBLÉIA DE DEUS,IBURA,,,COLISÃO LATERAL,1,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,
202204408,2022-02-28,,COM VÍTIMA,FINALIZADA,ESPINHEIRO,RUA MARQUES DO PARANA,209,RUA ALFREDO DE CARVALHO,PROXIMO A SIMONE BARROS,ESPINHEIRO,,SUBURBIO,COLISÃO TRANSVERSAL,1,0,0,0,0,1,0,0,0,1,0,Cruzamento,Bom,Não existe,Ilegível,Seca,Perfeito estado,Não existe,Não há placas,,Única,Não existe,,
202204411,2022-02-28,,COM VÍTIMA,FINALIZADA,PINA,AV HERCULANO BANDEIRA,591,RUA SAO LUIZ,EM FRENTE À FARMÁCIA DO TRABALHADOR,PINA,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,Esquina,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,,Única,Faixa contínua,,
202204414,2022-02-28,,COM VÍTIMA,FINALIZADA,CORDEIRO,AV CAXANGA,1492,,E/F A LOJA MULTIMARCAS,CORDEIRO,265,SUBURBIO,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de retenção,Não há placas,60 km/h,Única,Faixa contínua,,
202204418,2022-02-28,,COM VÍTIMA,FINALIZADA,BARRO,AV DR JOSE RUFINO,773,RUA AIRES BELO,EM FRENTE A SOCORRO DOCES,BARRO,,CIDADE,COLISÃO TRANSVERSAL,0,2,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Incompleta,Seca,Perfeito estado,Não existe,Não há placas,,Dupla,Faixa contínua,,
202204419,2022-02-28,,COM VÍTIMA,FINALIZADA,BOA VIAGEM,AV ENGENHEIRO DOMINGOS FERREIRA,,RUA RIBEIRO DE BRITO,NO SEMÁFORO 155,BOA VIAGEM,155,SUBURBIO,CHOQUE,1,0,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Agente,Outras,,Única,Canteiro central,,
202204421,2022-02-28,,COM VÍTIMA,FINALIZADA,ESPINHEIRO,AV CONS ROSA E SILVA,650,RUA AMELIA,E/F A FARMACIA EXTRAFARMA  NO SEMAFORO 046 / LOJA QUARTO CRESCENTE,ESPINHEIRO,46,SUBURBIO,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,,Única,,,
202204425,2022-02-28,,SEM VÍTIMA,CANCELADA,TEJIPIÓ,AV DR JOSE RUFINO,3905,,EM FRENTE A ESTAÇÃO TEJIPIO,TEJIPIÓ,,,COLISÃO TRASEIRA,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
202204438,2022-02-28,,SEM VÍTIMA,FINALIZADA,IPUTINGA,RUA DR JOSE ANASTACIO DA SILVA GUIMARAES,334,,NA ENTRADA DO CÉU / AO LADO DO MERCADO ECONOMICO E AÇAI PONTO DE PARADA,IPUTINGA,,,COLISÃO FRONTAL,0,1,0,0,0,0,0,1,0,0,0,Longo da via,Bom,Não existe,Não existente,Seca,Perfeito estado,Não existe,Não há placas,,Dupla,Não existe,,
202204439,2022-02-28,,SEM VÍTIMA,FINALIZADA,BREJO DA GUABIRABA,RUA CORREGO DA BICA,508,,PROXIMO A ESCOLA MINICIPAL CORREGO DA BICA,BREJO DA GUABIRABA,,,COLISÃO LATERAL,1,0,0,0,0,1,0,0,0,0,0,Longo da via,Bom,Não existe,Não existente,Seca,Perfeito estado,Não existe,Não há placas,,Dupla,Não existe,,
202204473,2022-03-01,,COM VÍTIMA,FINALIZADA,GUABIRABA,RUA DAS FLORES,1134,,APÓS À UPINHA DO CÓRREGO DE GENIPAPO / PRÓX À EMPRESA COREMAL,GUABIRABA,,SUBURBIO,COLISÃO FRONTAL,0,1,0,0,0,1,0,0,0,2,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Mal conservada,Outros,Outras,,Dupla,Faixa seccionada,,
202204498,2022-03-01,,COM VÍTIMA,FINALIZADA,CABANGA,VDO PAPA JOAO PAULO II,,,SENTIDO CENTRO SOBRE O VIADUTO,CABANGA,,CIDADE,COLISÃO COM CICLISTA,1,0,0,1,0,0,0,0,0,1,0,Viaduto,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Outros,Não há placas,60 km/h,Única,Faixa seccionada,,
202204505,2022-03-01,,COM VÍTIMA,FINALIZADA,ESPINHEIRO,RUA AMELIA,114,RUA DR VICENTE MEIRA,E/F AO SHOPPING DOS PINHEIROS,ESPINHEIRO,,CIDADE,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,0,1,0,Outros,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de retenção,"Placas ""Pare""",40 km/h,Única,Faixa seccionada,,
202204512,2022-03-01,,COM VÍTIMA,FINALIZADA,IBURA,AV DOIS RIOS,463,AV BRIGADEIRO SECO,E/F A IGREJA DOS MORMONS,IBURA,,CIDADE,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,0,1,0,Esquina,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,,Não há placas,,Dupla,Faixa seccionada,Faixa contínua,
202204513,2022-03-02,,COM VÍTIMA,FINALIZADA,CORDEIRO,AV CAXANGA,2555,AV INACIO MONTEIRO,PRÓXIMO A DROGASIL,CORDEIRO,,SUBURBIO,COLISÃO TRANSVERSAL,2,0,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,,Dupla,Canteiro central,,
202204524,2022-03-02,,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA ALMIRANTE BATISTA LEAO,649,RUA GENERAL SALGADO,PROX. AO PARQUE DA PIZZA,BOA VIAGEM,,CIDADE,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,0,1,0,Cruzamento,Chuvoso,Não existe,Perfeito estado,Molhada,Perfeito estado,Faixa de pedestre,"Placas ""Pare""",30 km/h,Única,Não existe,,
202204525,2022-03-02,,SEM VÍTIMA,FINALIZADA,PINA,AV ENGENHEIRO DOMINGOS FERREIRA,2430,,LADO OPOSTO AO HOSPITAL PORTUGUES,PINA,,,CHOQUE,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,
202204540,2022-03-02,,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA ANTONIO FALCAO,552,,EDIFÍCIO CASA BLANCA,BOA VIAGEM,,SUBURBIO,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Não existente,Seca,Perfeito estado,Não existe,Não há placas,,Única,Não existe,,
202204552,2022-03-02,,COM VÍTIMA,FINALIZADA,CORDEIRO,AV CAXANGA,1221,RUA GREGORIO JUNIOR,PROXIMO AO SEMÁFORO 236,CORDEIRO,236,CIDADE,COLISÃO LATERAL,1,0,0,0,0,1,0,1,0,1,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de retenção,Não há placas,60 km/h,Única,Faixa contínua,,
202204553,2022-03-02,,COM VÍTIMA,FINALIZADA,ARRUDA,AV PROFESSOR JOSE DOS ANJOS,162,,LADO OPOSTO AO BOMBREÇO,ARRUDA,,CIDADE,COLISÃO COM CICLISTA,0,1,0,1,0,0,0,0,0,2,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,40 km/h,Única,Faixa seccionada,,
202204589,2022-03-03,,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,PTE DO MOTOCOLOMBO,,,EM CIMA DA PTE MOTOCOLOMBO,IMBIRIBEIRA,,CIDADE,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,
202204592,2022-03-03,,COM VÍTIMA,FINALIZADA,ESTÂNCIA,AV DR JOSE RUFINO,246A,,COLEGIO VISÃO,ESTÂNCIA,,CIDADE,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,,Dupla,Faixa contínua,,
202204597,2022-03-03,,COM VÍTIMA,FINALIZADA,BONGI,AV MANOEL GONCALVES DA LUZ,957,EST DO BONGI,PROX A IGREJA BATISTA DO BONGI,BONGI,,,COLISÃO FRONTAL,2,0,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Não existe,Incompleta,Seca,Perfeito estado,Não existe,Não há placas,,Dupla,Faixa seccionada,,
202204599,2022-03-03,,COM VÍTIMA,FINALIZADA,APIPUCOS,RUA DE APIPUCOS,,,EM FRENTE AO POSTO BR,APIPUCOS,500,,COLISÃO TRASEIRA,0,1,0,0,0,0,1,0,0,1,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Agente,Não há placas,,Dupla,Faixa contínua,,
202204612,2022-03-03,,COM VÍTIMA,FINALIZADA,TORRÕES,AV ENGENHEIRO ABDIAS DE CARVALHO,2716,EST DO FORTE DO ARRAIAL N. DO B. JESUS,EM FRENTE AO RESTAURANTE KIYOI,TORRÕES,375,SUBURBIO,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Sem defeito,Incompleta,Seca,Perfeito estado,Faixa de pedestre,Outras,60 km/h,Dupla,Faixa contínua,Faixa seccionada,Canteiro central
202204643,2022-03-03,,COM VÍTIMA,FINALIZADA,SANTO AMARO,AV GOVERNADOR AGAMENON MAGALHAES,,,PRÓX AO CAMPO DO ONZE ANTES DO VIADUTO DA JOAO DE BARROS S/T BOA VIAGEM,SANTO AMARO,,CIDADE,COLISÃO LATERAL,1,0,0,0,0,0,0,1,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,60 km/h,Dupla,Canteiro central,,
202204648,2022-03-03,,COM VÍTIMA,FINALIZADA,BOA VIAGEM,AVENIDA CELSO FURTADO (VIA MANGUE),,RUA PADRE BERNADINO PESSOA,ACIDENTE DE PERCURSO,BOA VIAGEM,,SUBURBIO,CHOQUE,0,1,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,60 km/h,Única,Faixa seccionada,Blocos,
202204653,2022-03-03,,COM VÍTIMA,FINALIZADA,CORDEIRO,RUA GOMES TABORDA,,,PRÓX AO IDEAL E E/F AO COLÉGIO GERAÇAO ATIVA E IGREJA UNIVERSAL DO REINO DE DEUS,CORDEIRO,,SUBURBIO,ATROPELAMENTO DE PESSOA,0,1,0,0,1,0,0,0,0,1,0,Longo da via,Bom,,,Seca,Mal conservada,,,,,,,
202204680,2022-03-04,,COM VÍTIMA,FINALIZADA,SANTO AMARO,PRC DO CAMPO SANTO,455,,EM FRENTE AO SESC,SANTO AMARO,,CIDADE,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,"Placas ""Pare""",,Dupla,Não existe,,
